Sr No,Store Name,Store Category,Emails,Store Website,Page id,Page Link,Subscribers
36,Anna Sheffield,Jewelry & Watches Store,[info@annasheffield.com],bit.ly/asheffield,146315506912,https://www.facebook.com/AnnaSheffield/,38611
37,Free Radicals,Product/Service,,http://www.shopfreeradicals.com,115049802166542,https://www.facebook.com/shopfreeradicals/,480
38,The Vintage Frames Company,Clothing (Brand),,http://www.VintageFrames.com,149896301715401,https://www.facebook.com/vintageframescompany/,11925
39,Upper Playground,Men's Clothing Store,[internet@upperplayground.com],http://www.upperplayground.com,19420928811,https://www.facebook.com/upperplayground/,106739
40,Vuty Design,Retail Company,[vutydesign@vutydesign.com],http://vutydesign.com,374789402616932,https://www.facebook.com/vutydesign/,108
41,True Vintage,Clothing (Brand),[info@truevintage.com],truevintage.com,835616039789170,https://www.facebook.com/truevintageclothing/,19577
42,Assembly New York / Los Angeles,Clothing Store,[shop@assemblynewyork.com],http://www.assemblynewyork.com,125886684091305,https://www.facebook.com/AssemblyNewYork/,46606
43,GFW Clothing,Clothing (Brand),,http://www.genderfreeworld.com,1589028318004994,https://www.facebook.com/Genderfreeworld/,6239
44,E-Bike Kit,Retail Company,[info@ebike-kit.nl],www.ebike-kit.nl,145356208859667,https://www.facebook.com/Ebikekit/,322
45,Beautyhabit,Cosmetics Store,[info@beautyhabit.com],http://www.beautyhabit.com,99810519723,https://www.facebook.com/Beautyhabit/,7723
46,Keeva Organics,Skin Care Service,[love@keevaorganics.com],http://keevaorganics.com,1585215548387874,https://www.facebook.com/keevaorganics/,6828
47,Nurture Soap,Website,[help@nurturesoap.info],https://nurturesoap.com,1374707366083359,https://www.facebook.com/NurtureSoap/,15025
48,CYGNETT,Technology Company,[info@cygnett.com],http://www.cygnett.com,62233408965,https://www.facebook.com/cygnett/,34269
49,G_Sculpt,Games/Toys,,http://gsculpt.multiply.com,502991159718124,https://www.facebook.com/GSculpt/,137
50,Moorea Seal,Shopping & Retail,[hello@mooreaseal.com],http://www.mooreaseal.com,295369195604,https://www.facebook.com/mooreaseal/,12605
51,The Tinker's Packs,Bookstore,[orders@thetinkerspacks.com],www.thetinkerspacks.com,214924485296938,https://www.facebook.com/TheTinkersPacks/,7650
52,Think Crucial,Home & Garden Store,[support@thinkcrucial.com],http://www.ThinkCrucial.com,129817557041757,https://www.facebook.com/ThinkCrucial/,18365
53,Forgotten Tribes,Clothing (Brand),,http://www.forgottentribes.com,1547152625519741,https://www.facebook.com/forgottentribes/,107234
54,ESS6,Clothing (Brand),[info@ess6fashion.com],http://www.ess6fashion.com,354121334712262,https://www.facebook.com/ESS6FASHION/,52176
55,Goodnight Macaroon,Clothing (Brand),[info@goodnightmacaroon.co],http://www.goodnightmacaroon.co,253048041379222,https://www.facebook.com/goodnightmacaroon/,48939
56,BeltOutlet.com,Shopping & Retail,[info@beltoutlet.com],http://www.beltoutlet.com/,217751164902604,https://www.facebook.com/BeltOutlet/,2360
57,Zion Board Shop,Sporting Goods Store,[zionlongboardshop@gmail.com],,281252088613017,https://www.facebook.com/ZBoardshop/,5157
58,Oil Life,Company,,,112570535457447,https://www.facebook.com/oillife/,118
59,Urban Drones,Aerospace Company,[support@urbandrones.com],UrbanDrones.com,190230277708183,https://www.facebook.com/UrbanDrones/,5250
60,bebe2go.com,Toy Store,[contacto@bebe2go.com],http://www.bebe2go.com,271038516314446,https://www.facebook.com/Bebe2go/,250818
61,OneAdaptr,Product/Service,[info@oneadaptr.com],http://www.OneAdaptr.com,567392940039787,https://www.facebook.com/OneAdaptr/,10219
62,Little Miss Paperie,Business Service,[support@littlemisspaperie.com],http://www.littlemisspaperie.com,184156645297274,https://www.facebook.com/littlemisspaperie/,3415
63,Rare Elements International Hair Collection,Beauty/Cosmetics Company,[info@rare-elements.com],rare-elements.com,154288375628,https://www.facebook.com/rare.elements/,7973
64,Alima Pure,"Beauty, Cosmetic & Personal Care",[customercare@alimapure.com],https://www.alimapure.com,63920021244,https://www.facebook.com/alimapure/,53896
65,STATE Bags,Bags/Luggage,[info@statebags.com],www.statebags.com,156970404429680,https://www.facebook.com/StateBags/,12376
66,The Spoiled Mama,Health/Beauty,[hello@thespoiledmama.com],https://www.thespoiledmama.com/,51151649189,https://www.facebook.com/TheSpoiledMama/,12221
67,V/sual,Clothing (Brand),,https://www.visualapparel.com,1279687018729873,https://www.facebook.com/VisualApparel/,138
68,Proto-pasta,Industrial Company,[info@protoplant.com],http://www.proto-pasta.com,1424842667821914,https://www.facebook.com/protopasta/,1220
69,Blue Steel,Jewelry & Watches Company,[jewelryexpert@buybluesteel.com],www.buybluesteel.com,280130154809,https://www.facebook.com/buybluesteel/,432141
70,BOXFOX,Product/Service,[hello@shopboxfox.com],http://shopboxfox.com/,293425817532494,https://www.facebook.com/shopBOXFOX/,3515
71,Carbon6 Rings,Jewelry/Watches,,http://www.carbon6rings.com,682695385170412,https://www.facebook.com/carbon6rings/,172101
72,Brainwavz Audio,Electronics,,http://www.brainwavzaudio.com,721964064529539,https://www.facebook.com/brainwavzaudio/,56499
73,Nova Travel Club,Travel Agency,,https://www.NovaTravelClub.com,122500697856998,https://www.facebook.com/NovaTravelClub/,14
74,Yoobi,Retail Company,,http://www.yoobi.com,757673547576365,https://www.facebook.com/yoobi/,134186
75,Mountain Vapors,Tobacco Store,,,190348821127264,https://www.facebook.com/MountainVapors/,213
76,LetterNote,Retail Company,[info@letternote.com],www.letternote.com,252183611473726,https://www.facebook.com/Letternote/,89867
77,JadeYoga,Shopping & Retail,[info@jadeyoga.com],http://www.jadeyoga.com,39442131193,https://www.facebook.com/jadeyoga/,38518
78,Pawz Shop,Retail Company,[enquiry@pawzshop.com],,294182550620180,https://www.facebook.com/pawzshop/,46
79,Liam and Lilly,Baby Goods/Kids Goods,,https://liamandlilly.com,1087062761317136,https://www.facebook.com/liamandlilly/,314
80,Mohawk General Store,Gift Shop,[info@mohawkgeneralstore.net],http://www.mohawkgeneralstore.com,121864221210583,https://www.facebook.com/MohawkGeneralStore/,5739
81,4L-Creative,Product/Service,,https://4l-creative.com/collections/inspire,1133597416701124,https://www.facebook.com/4LCreative/,3612
82,mizzue,Bags/Luggage,,http://www.mizzue.com,422247497795433,https://www.facebook.com/mizzue/,915893
83,PzDeals,Games/Toys,,http://www.pzdeals.com/,734377399996679,https://www.facebook.com/PzDeals/,9624
84,thejimmyCASE,Electronics,,http://www.thejimmycase.com/,1.41632E+15,https://www.facebook.com/thejimmycase/,1905
85,"Clubit - Novelty Gifts, Toys and Tech",Shopping & Retail,[sales@clubit.tv],http://www.clubit.tv,274374292646670,https://www.facebook.com/Clubit/,2818
86,barracuda GmbH,Consulting Agency,[info@barracuda.de],www.barracuda.de,159097394118867,https://www.facebook.com/barracuda/,180
87,Crimson Lotus Tea,Tea Room,[crimsonlotustea@gmail.com],http://crimsonlotustea.com/,633432556690194,https://www.facebook.com/crimsonlotus.tea/,1448
88,Nucleus Life AG,Insurance Company,[info@nucleus.li],http://www.nucleus.li,1691195631104422,https://www.facebook.com/nucleuslife/,7
89,Koleid,Website,[support@koleid.com],http://koleid.com,583743621784149,https://www.facebook.com/koleid/,824
90,Liion Wholesale,Shopping & Retail,[support@liionwholesale.com],http://liionwholesale.com/,788159421291385,https://www.facebook.com/liionwholesale/,1760
91,Survivalsets,Shopping Service,[support@survivalsets.com],http://www.survivalsets.com,489919657862089,https://www.facebook.com/survivalsets/,97186
92,Public Rec,Apparel & Clothing,[support@publicrecapparel.com],http://publicrecapparel.com,381038848724691,https://www.facebook.com/PublicRecApparel/,6052
93,At Eaze Band,Musician/Band,,http://www.at-eaze.de http://www.myspace.com/ateaze http://www.youtube.com/ateazeband,252135068187015,https://www.facebook.com/ateaze/,2132
94,Powerbank4sa,Electronics Store,[jenny@iconix.co.za],https://www.iconixdirect.co.za/,493699154112410,https://www.facebook.com/iconixdirect/,5596
95,Urban Excess,Clothing (Brand),,http://www.urbanexcess.com,128201553866984,https://www.facebook.com/urbanexcess/,6304
96,Rosin Tech Products,Product/Service,,http://rosintechproducts.com,371010489760543,https://www.facebook.com/rosintechproducts/,32827
97,Magic Instruments,Company,[info@magicinstruments.com],http://magicinstruments.com,840524035981098,https://www.facebook.com/magicinstruments/,13701
98,Undone,Musician/Band,[info@theundoneband.com],http://www.theundoneband.com,101070303307084,https://www.facebook.com/theundone/,1475
99,Barn & Willow,Home Decor,[team@barnandwillow.com],http://barnandwillow.com,442922165787219,https://www.facebook.com/barnandwillow/,11075
100,Northland Vapor Company,Home,[info@northlandvapor.com],http://NorthlandVapor.com,1024758057586665,https://www.facebook.com/northlandvapor/,5142
101,Prism Boutique,Clothing Store,[shop@prismboutique.com],http://www.prismboutique.com,399187720177886,https://www.facebook.com/prismboutique/,4110
102,American Barbell,Sporting Goods Store,[info@americanbarbell.com],http://www.americanbarbell.com,214257448760922,https://www.facebook.com/americanbarbell/,6605
103,Revival Cycles,Motorcycle Repair Shop,[websales@revivalcycles.com],https://www.revivalcycles.com,160689455291,https://www.facebook.com/revivalcycles/,23489
104,Blaxton - Original Leather Bags and Briefcases,Company,,http://www.blaxtonbags.com,131545746959639,https://www.facebook.com/BlaxtonBags/,821
105,Monster Media Pro,Technology Company,,,396127547437755,https://www.facebook.com/monstermediapro/,87
106,Grow Fit,Health & Wellness Website,[ritvik@getgrowapp.com],http://getgrowfit.com,1073005526056728,https://www.facebook.com/getgrowfit/,55642
107,Trophy Skin,Skin Care Service,[sales@trophyskin.com],https://trophyskin.com,110650912305980,https://www.facebook.com/TrophySkin/,44745
108,Vahdam Teas,Food & Beverage Company,[help@vahdamteas.com],http://www.vahdamteas.com,1491430561130722,https://www.facebook.com/VahdamTeas/,31338
109,EVLnutrition,Vitamins/Supplements,,,138282243012299,https://www.facebook.com/EVLnutrition/,344
110,Morning Lavender,Clothing (Brand),[hello@morninglavender.com],www.morninglavender.com,306670829387057,https://www.facebook.com/morninglavender/,22930
111,Clever,Information Technology Company,[info@clever.com],http://clever.com,398067016882110,https://www.facebook.com/clever/,1165
112,Barberskabet.dk,Local Business,[kontakt@barberskabet.dk],https://barberskabet.dk/,405103853027535,https://www.facebook.com/barberskabet/,11354
113,330ohms,Engineering Service,[ventas@330ohms.com],www.330ohms.com,328862507127793,https://www.facebook.com/330ohms/,6940
114,Wazo Furniture,Furniture Store,[sales@wazofurniture.com],https://www.wazofurniture.com/,317379291791702,https://www.facebook.com/wazofurniture/,126451
115,B- Trendy,Website,,http://b-trendydiscountoutlet.com,1571238866510276,https://www.facebook.com/btrendydiscountoutlet/,4462
116,Hawkers Co.,Clothing (Brand),,http://www.hawkersco.com,636758826348325,https://www.facebook.com/Hawkersco/,6214705
117,Rumpl,Outdoor & Sporting Goods Company,,http://www.rumpl.com,534775086560447,https://www.facebook.com/gorumpl/,17639
118,Vitaly,Apparel & Clothing,,www.vitalydesign.com,158986170792575,https://www.facebook.com/vitalydesign/,145509
119,NuFACE,Skin Care Service,,mynuface.com,129174701846,https://www.facebook.com/mynuface/,26903
120,ToyWars,Fictional Character,,http://instagr.am/p/Jb0dVLxupB/,412191745466985,https://www.facebook.com/ToyWars/,18
121,The Stiff Collar,Clothing (Brand),[feedback@thestiffcollar.com],Official website: www.thestiffcollar.com,221524721211371,https://www.facebook.com/TheStiffCollar/,120571
122,Cool Pencil Case,Office Supplies,,http://www.coolpencilcase.com/,128011947240899,https://www.facebook.com/CoolPencilCase/,12050
123,Rōnin,Clothing (Brand),,www.ronindivision.com,285978991498119,https://www.facebook.com/ronindivision/,3271
124,Rebel Girls,Media/News Company,[hello@timbuktu.me],www.rebelgirls.co,184413228259217,https://www.facebook.com/rebelgirls/,485527
125,Buy WOW,Computer Company,,www.buy-world-of-warcraft.com,161014147324329,https://www.facebook.com/BUYWOW/,34
126,The Preset Factory,Software,[hello@thepresetfactory.com],http://www.thepresetfactory.com,1671929059712977,https://www.facebook.com/thepresetfactory/,17365
127,Banjo Studio,Musical Instrument Store,[info@banjostudio.com],www.banjostudio.com,275065972515475,https://www.facebook.com/banjostudio/,1282
128,HD Movie Codes,Internet Company,[support@hdmoviecodes.com],https://hdmoviecodes.com/,271626613259877,https://www.facebook.com/hdmoviecodes/,1602
129,Adore Cosmetics Organic Innovation,Health/Beauty,[support@adorecosmetics.com],http://www.adorecosmetics.com,276434499135068,https://www.facebook.com/AdoreCosmetics/,189801
130,IvyWild Boutique,Jewelry/Watches,,http://ivywildboutique.com,198789097224016,https://www.facebook.com/ivywildboutique/,34357
131,sound-bot.com,Advertising Agency,[info@sound-bot.com],sound-bot.com,388116028223355,https://www.facebook.com/soundbot/,5
132,HICKIES,Product/Service,,www.hickies.com,274163499313589,https://www.facebook.com/HICKIES/,353776
133,Lapstone & Hammer,Men's Clothing Store,,http://lapstoneandhammer.com,828545610579494,https://www.facebook.com/lapstoneandhammer/,5
134,NiftyThrifty,Website,,http://nifty-thrifty.com,1190877660944865,https://www.facebook.com/niftythriftystore/,58
135,e.l.f. Cosmetics,Health/Beauty,[elf@elfcosmetics.com],http://www.elfcosmetics.com,31654787464,https://www.facebook.com/elfcosmetics/,2201749
136,Ace Hat Collection,Shopping & Retail,,http://www.acehatcollection.net,337240989943393,https://www.facebook.com/acehatcollection/,24
137,Maybe Today NYC,Clothing (Brand),,http://www.maybetodaynyc.com,1226000964082989,https://www.facebook.com/maybetodaynyc/,431
138,Level Up Studios,Broadcasting & Media Production Company,[support@levelupstudios.com],http://www.levelupstudios.com/,106319426105952,https://www.facebook.com/levelupstudios/,55776
139,Omnian Music Group,Record Label,[info@omnianmusicgroup.com],http://www.omnianmusicgroup.com,448222295314915,https://www.facebook.com/OmnianMusicGroup/,1588
140,Organic Burst,App Page,[hello@organicburst.com],https://www.organicburst.com,202113733169843,https://www.facebook.com/organicburst/,175426
141,Fresh N Marine,Pet Store,[sales@freshnmarine.com],https://www.freshnmarine.com,124802717538876,https://www.facebook.com/freshnmarine.sg/,43247
142,Hand-Eye Supply,Arts & Crafts Store,[info@handeyesupply.com],www.handeyesupply.com,129679123731540,https://www.facebook.com/HandEyeSupply/,4530
143,Big Ol' Online Store,Website,[support@bigolonlinestore.com],http://bigolonlinestore.com,323523788029967,https://www.facebook.com/bigolonlinestore/,1648
144,FitJoy,Food & Beverage Company,,http://www.fitjoynutrition.com/,546808225479005,https://www.facebook.com/fitjoynutrition/,30007
145,LOÉIL,Clothing (Brand),,http://www.theloeil.com,1460468004183921,https://www.facebook.com/theloeil/,2604
146,Stowaway Cosmetics,Health/Beauty,[info@stowawaycosmetics.com],http://stowawaycosmetics.com,1404758253126195,https://www.facebook.com/stowawaycosmetics/,9198
147,NOGU by Joseph Nogucci,Jewelry/Watches,[info@josephnogucci.com],http://www.josephnogucci.com/,389444141129085,https://www.facebook.com/JosephNogucci/,275039
148,Seedlip,Food & Beverage Company,[hello@seedlipdrinks.com],https://www.seedlipdrinks.com/,1802820869954459,https://www.facebook.com/seedlipdrinks/,11288
149,Totally Awesome Retro,Website,[info@totallyawesomeretro.com],https://totallyawesomeretro.com/,250748755322749,https://www.facebook.com/totallyawesomeretro/,37331
150,"MindWing Concepts, Inc.",Business Service,[smmoreau@mindwingconcepts.com],http://www.mindwingconcepts.com,53011124651,https://www.facebook.com/mindwingconcepts/,4049
151,MAHI Leather,Bags/Luggage,,http://www.mahileather.com/our-mission,814431575244405,https://www.facebook.com/mahi.leather/,10791
152,Blinglane,Jewelry/Watches,[care@blinglane.com],https://blinglane.com,428654280517566,https://www.facebook.com/Blinglane/,114857
153,Apple Boutique,Clothing (Brand),,http://www.shop2000.com.tw/appleboutique/home,168123609916667,https://www.facebook.com/AppleBoutique/,239
154,Venust Jewelry,Accessories,[customer@venustjewelry.com],http://www.venustjewelry.com,1542453682729697,https://www.facebook.com/venustjewelry/,540
155,SWOLE O'clock,Jewelry/Watches,,http://www.swoleoclock.com,317223095134478,https://www.facebook.com/swoleoclock/,203675
156,BoldLoft,Product/Service,,www.BoldLoft.com,19342625205,https://www.facebook.com/BoldLoft/,240858
157,Fidgetly,Shopping & Retail,[contact@fidgetly.com],fidgetly.com,1836731036604476,https://www.facebook.com/fidgetly/,15062
158,EIGHT VAPE,Computer Repair Service,,,1401731110134958,https://www.facebook.com/eightvape/,2040
159,Vaja Cases,Product/Service,,http://www.vajacases.com,111864325507931,https://www.facebook.com/vajacases/,10317
160,Revolights,Bicycle Shop,[info@revolights.com],http://revolights.com,128835617205441,https://www.facebook.com/Revolights/,50259
161,PrivatePrize,Arts & Humanities Website,[md@privateprize.com],https://www.privateprize.com,1349370115089466,https://www.facebook.com/privateprize/,10242
162,Furious Formulations,Vitamins/Supplements,[info@furiouscuts.com],http://www.furiousformulations.com,1508368009414581,https://www.facebook.com/FuriousFormulations/,16563
163,Atorsé,Clothing (Brand),,http://www.atorse.com,293604424132786,https://www.facebook.com/atorse/,21389
164,Hennessy Hammock,Outdoor Equipment Store,[info@hennessyhammock.com],www.hennessyhammock.com,98576361961,https://www.facebook.com/HennessyHammock/,54895
165,Echo Club House,Clothing (Brand),,http://www.echoclubhouse.com,22256182093,https://www.facebook.com/EchoClubHouse/,28360
166,Zhou Nutrition,Health/Beauty,[customerservice@zhounutrition.com],"http://www.zhounutrition.com, http://www.amazon.com/Zhou-Nutrition/pages/10352280011",588301267965271,https://www.facebook.com/ZhouNutrition/,19046
167,The Winter Warehouse,Retail Company,[sales@thewinterwarehouse.com],http://www.thewinterwarehouse.com,329051630439622,https://www.facebook.com/WinterWarehouse/,14
168,Deal Archer,Website,,http://www.dealarcher.com,928918463897603,https://www.facebook.com/DealArcher/,228995
169,Life in Play,Baby Goods/Kids Goods,[support@lifeinplaycompany.com],https://www.totesavvy.com,711513718888892,https://www.facebook.com/lifeinplaycompany/,13956
170,Method Race Wheels,Product/Service,,http://www.methodracewheels.com,189914616058,https://www.facebook.com/MethodRaceWheels/,1464998
171,True Sake,Shopping & Retail,[info@truesake.com],www.truesake.com,138543103056,https://www.facebook.com/TrueSake/,6193
172,White Bohemian,Women's Clothing Store,[whitebohemian@icloud.com],www.whitebohemian.com.au www.facebook.com/whitebohemian,41187005895,https://www.facebook.com/whitebohemian/,25205
173,Haydenshapes Surfboards,Product/Service,[info@haydenshapes.com],www.haydenshapes.com,213127148732508,https://www.facebook.com/Haydenshapes/,28088
174,Modern Citizen,Women's Clothing Store,[hi@moderncitizen.com],http://www.moderncitizen.com,216635409694,https://www.facebook.com/moderncitizen/,10619
175,BRIK,Games/Toys,[support@brik.co],http://www.brik.co,410967109080503,https://www.facebook.com/brik/,18672
176,myCharge,Retail Company,[info@mycharge.com],http://www.myCharge.com,169589409736341,https://www.facebook.com/myCharge/,55403
177,Zanygear,Retail Company,[inquiries@zanygear.com],http://www.zanygear.com,645087872304865,https://www.facebook.com/zanygear/,2681
178,The Succulent Source,Patio/Garden,[thesucculentsource@gmail.com],http://www.TheSucculentSource.com,357750740914567,https://www.facebook.com/thesucculentsource/,52342
179,Cables and Sensors,Medical Company,,http://www.cablesandsensors.com,1463782407172966,https://www.facebook.com/cablesandsensors/,114
180,TokerSupply.com,Tobacco Store,[support@tokersupply.com],http://www.tokersupply.com,751934434838239,https://www.facebook.com/tokersupply/,27702
181,"Willow Pumps Ltd - Servicing, Maintenance and Repair",Industrial Company,,http://www.willowpumpsltd.co.uk/,223358434700157,https://www.facebook.com/WillowPump/,96
182,Noir Fonce,Musician/Band,,,232515236774980,https://www.facebook.com/noirfonce/,214
183,E-juice Plug,Product/Service,,www.ejuiceplug.com,580275215508891,https://www.facebook.com/ejuiceplug/,291
184,AIO Hacks,Computers (Brand),,http://www.androidioshacks.com/,461459577301906,https://www.facebook.com/aiohacks/,2695
185,Bizzy Coffee,Food & Beverage Company,[support@bizzycoffee.com],http://bit.ly/Blk12FBa,364870430359049,https://www.facebook.com/BizzyCoffee/,3166
186,Orbitkey,Product/Service,,http://www.orbitkey.com/,464313140309473,https://www.facebook.com/orbitkey/,13968
187,"Primal Wear, Inc.",Outdoor & Sporting Goods Company,[customer.service@primalwear.com],http://www.primalwear.com,280441497207,https://www.facebook.com/primalwear/,127640
188,CubeDepot,Retail Company,[cubedepot@gmail.com],http://www.cubedepotusa.com,210196252370438,https://www.facebook.com/cubedepotusa/,1452
189,ORO Los Angeles,Clothing (Brand),[support@orolosangeles.com],http://www.orolosangeles.com,1196336237073015,https://www.facebook.com/OROlosangeles/,23201
190,Online Legging Store,Clothing (Brand),,http://www.onlineleggingstore.com,241787612680410,https://www.facebook.com/OnlineLeggingStore/,925983
191,Garage Door Nation,Local Business,,http://garagedoornation.com,597375673611014,https://www.facebook.com/garagedoornation/,3588
192,Finn + Emma,Baby Goods/Kids Goods,,www.finnandemma.com,134593333253850,https://www.facebook.com/finnandemma/,16239
193,Dairy Arts Center,Art Gallery,[info@thedairy.org],http://www.thedairy.org,104045376587,https://www.facebook.com/thedairy/,7241
194,TribeTats,Beauty Supplier,[support@tribetats.com],www.tribetats.com,544174489050534,https://www.facebook.com/tribetats/,20488
195,Sensibo,Internet Company,,https://sensibo.com,1374826826104281,https://www.facebook.com/sensibo/,10850
196,soleRebels,Clothing (Brand),,http://www.soleRebels.com/,154726197933243,https://www.facebook.com/soleRebels/,42397
197,Zizo Wireless,Product/Service,[info@zizowireless.com],https://www.zizowireless.com/,315942541870304,https://www.facebook.com/ZizoWireless/,97979
198,Marathon Sports,Outdoor & Sporting Goods Company,[mail@marathonsports.com],www.marathonsports.com,196402753960,https://www.facebook.com/marathonsports/,13441
199,Piper & Scoot,Women's Clothing Store,[info@piperandscoot.com],https://www.piperandscoot.com/,1442020236019074,https://www.facebook.com/piperandscoot/,21609
200,WGUforLife,Shopping & Retail,,http://www.wguforlife.com,718771931616361,https://www.facebook.com/WGUforLife/,1
201,Hashtag Collectibles,Games/Toys,,http://www.hashtagcollectibles.com,585245461489600,https://www.facebook.com/HashtagCollectibles/,603
202,Total Watch Repair,Jewelry/Watches,[info@totalwatchrepair.com],http://www.totalwatchrepair.com,125276990821088,https://www.facebook.com/totalwatchrepair/,1969
203,MiiR,Product/Service,[hello@miir.com],http://miir.com,176600763982,https://www.facebook.com/miir/,27892
204,Verve Coffee Roasters,Coffee Shop,[verve@vervecoffee.com],http://www.vervecoffee.com,15006822446,https://www.facebook.com/vervecoffee/,14845
205,Gentleman's Brand,Product/Service,,http://www.gentlemansvapes.com,237631186322742,https://www.facebook.com/gentlemansvapes/,932
206,GeekyGet,Retail Company,[customercare@geekyget.com],https://geekyget.com,1447763892138832,https://www.facebook.com/geekyget/,491809
207,nuLOOM Rugs,Home Decor,,www.nuLOOM.com,335825081133,https://www.facebook.com/nuLOOM/,3460
208,Iontoderma,Health/Beauty,[support@iontoderma.com],iontoderma.com,510082889142070,https://www.facebook.com/iontoderma/,36750
209,Hipknoties,Clothing (Brand),,http://bit.ly/hip-fashion,266864509995138,https://www.facebook.com/hipknoties/,75145
210,Advanced,Electronics,[support@adv-sound.com],http://adv-sound.com,1.62534E+15,https://www.facebook.com/advsound/,2039
